,X_pan,X_pitch,X_mainVol,X_expression,X_velocity,X_ovVol,Y_pan,Y_pitch,Y_mainVol,Y_expression,Y_velocity,Y_ovVol,Diff_timing(MicroSeconds),Diff_timing(Beats),Diff_pitch,Diff_freq,Diff_pan,Diff_mainVol,Diff_expression,Diff_velocity,Diff_ovVol,Diff_octave,Diff_program(group),X_panClassification,Y_panClassification,HasDiff_timing,HasDiff_program,HasDiff_pan,HasDiff_pitch,HasDiff_ppp,HasDiff_ovVol,HasDiff_octave,X_panIsCenter,Y_panIsCenter,X_hasPitchBend,Y_hasPitchBend
Y_velocity,-0.03436511515426492,0.021452355947075206,,,0.7070304536723878,0.7070304536723764,-0.0320472238294453,0.0048171567804622135,,,1.0,0.9999999999999922,0.0001312043969694433,-0.04934090224426544,-0.013435469833583388,0.014889242242671375,-0.000635385506519369,,,0.41495099632040633,0.414950996320392,0.029064693736189633,0.13305457318152616,-0.027509837370604903,-0.027864239270001884,,0.15714924224059976,0.04173215401861742,-0.023952087287810064,0.039229452274904084,-0.4563388736245775,0.006477020610743732,-0.02494075705088192,-0.013287555281149586,-0.025093829279379278,-0.003035614198465572
Y_ovVol,-0.03436511515426438,0.021452355947075914,,,0.7070304536723805,0.707030453672367,-0.0320472238294417,0.004817156780464779,,,0.9999999999999922,1.0,0.0001312043969708207,-0.04934090224426722,-0.013435469833581556,0.014889242242672315,-0.00063538550651737,,,0.4149509963203834,0.41495099632040383,0.029064693736191496,0.1330545731815275,-0.027509837370604372,-0.027864239269998547,,0.15714924224060167,0.04173215401861835,-0.023952087287802043,0.03922945227490616,-0.45633887362459763,0.006477020610742402,-0.02494075705088547,-0.013287555281151647,-0.025093829279372454,-0.0030356141984605872
Diff_timing(MicroSeconds),-0.008857135624971056,0.05353204027715519,,,0.029438825126270225,0.02943882512627016,-0.056793146813812735,0.10736342312079898,,,0.0001312043969694433,0.0001312043969708207,1.0,0.7437940130250046,0.0457894322651996,0.05985404565394784,-0.03416078975090035,,,-0.03770144932789953,-0.03770144932790083,-0.011021509656155622,-0.013802206427439996,0.002170892327794803,-0.04289999129982206,,0.00270307074296746,0.10448102315053809,-0.03478251186323224,0.003801154864744676,0.08877546429532926,-0.013981926545523514,-0.05781577579273679,-0.08638057746434334,0.018323010942532414,-0.08194551460568414
Diff_timing(Beats),0.03826602690019919,0.011638717568707716,,,-0.03904460868652992,-0.03904460868652748,-0.013779081088815563,0.047817308211405785,,,-0.04934090224426544,-0.04934090224426722,0.7437940130250046,1.0,0.030316079737449167,0.04236066934094053,-0.03394145257237326,,,-0.015123079634867906,-0.015123079634868955,-0.013478486594118525,0.018292078830590135,0.03797721659039767,-0.01110824998733989,,0.018608976335366813,-0.010542606370529213,-0.04367889149809887,-0.017740912402168088,0.12820373453370942,0.06329980238733074,0.01902436879239651,0.029080157135552884,0.01874655680724969,-0.09839643452955522
Diff_pitch,-0.07141696966704068,-0.5959066881125282,,,-0.017306936969927935,-0.017306936969927664,0.04033305102129172,0.6196237565910724,,,-0.013435469833583388,-0.013435469833581556,0.0457894322651996,0.030316079737449167,1.0,0.6901983754965035,0.07358474605175104,,,0.004470062818883065,0.0044700628188833,0.00768990525084449,0.01677479554895343,-0.06260743238934052,0.03632732928560785,,0.015076354125917967,0.0558248605522821,-0.046924590933084195,-0.012261225016608346,0.03496111247328392,0.02420885234931213,-0.048529582805963714,-0.03730601907781733,0.054001162117362125,-0.06139096662715972
Diff_freq,-0.11477963323943077,-0.3362685524856687,,,0.02006411819007969,0.020064118190082202,0.07851839895970888,0.4224570639092685,,,0.014889242242671375,0.014889242242672315,0.05985404565394784,0.04236066934094053,0.6901983754965035,1.0,0.12413147888570557,,,-0.006216905312712218,-0.006216905312712767,,0.002160433152947038,-0.10565998284432619,0.07388283574753206,,0.0025867379408849407,0.07960465860962884,-0.0637600427973059,-0.020092317844077383,0.043555412151345736,,-0.06720283565227174,-0.08313742405928518,0.061356654020107745,-0.08739987184426948
Diff_pan,-0.7185706084910708,-0.029667616126992407,,,0.026546261550281707,0.026546261550281922,0.776441003032392,0.05945626858107819,,,-0.000635385506519369,-0.00063538550651737,-0.03416078975090035,-0.03394145257237326,0.07358474605175104,0.12413147888570557,1.0,,,-0.03499537445259941,-0.034995374452601535,-0.048281729936137795,0.01436769899770935,-0.6867551485512764,0.7659725382949252,,0.014326173476759524,-0.022270686204702864,0.0060839412967945775,-0.005938391302892211,0.018390573947183738,0.022477176486837808,0.030258185872138275,0.009651831716231843,0.011426546641581376,0.04039146585717395
Diff_mainVol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diff_expression,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diff_velocity,0.03064274603110794,-0.003422611074823147,,,-0.3500431411351879,-0.35004314113518104,-0.022191520027443602,0.002028042232696563,,,0.41495099632040633,0.4149509963203834,-0.03770144932789953,-0.015123079634867906,0.004470062818883065,-0.006216905312712218,-0.03499537445259941,,,1.0,0.9999999999999699,0.07836571137245128,0.06204064718781691,0.03754044267518575,-0.027871304087011876,,0.0690027608959705,-0.008522065999637606,0.0006431265765208324,0.026534993152237334,-0.09238592601212939,0.05226477088987236,-0.057148028414712906,0.027962333063059227,0.04552141429096803,-0.036295901763902357
