Diff_timing(Beats),proportion
0.42916666666666664,8.982688114331653e-06
0.11875,8.982688114331653e-06
0.38333333333333336,8.982688114331653e-06
0.6916666666666667,8.982688114331653e-06
0.19375,8.982688114331653e-06
0.5958333333333333,8.982688114331653e-06
0.25625,8.982688114331653e-06
0.36666666666666664,8.982688114331653e-06
0.9666666666666667,8.982688114331653e-06
0.06041666666666667,8.982688114331653e-06
0.3416666666666667,8.982688114331653e-06
0.06875,8.982688114331653e-06
0.51875,8.982688114331653e-06
0.7395833333333334,8.982688114331653e-06
0.022916666666666665,8.982688114331653e-06
0.5541666666666667,6.7370160857487405e-06
0.11458333333333333,6.7370160857487405e-06
0.45208333333333334,6.7370160857487405e-06
0.4625,6.7370160857487405e-06
0.6208333333333333,6.7370160857487405e-06
0.24375,6.7370160857487405e-06
0.69375,6.7370160857487405e-06
0.33958333333333335,4.491344057165827e-06
0.45416666666666666,4.491344057165827e-06
0.9083333333333333,4.491344057165827e-06
0.17916666666666667,4.491344057165827e-06
0.42291666666666666,4.491344057165827e-06
0.4041666666666667,4.491344057165827e-06
0.17708333333333334,4.491344057165827e-06
0.14166666666666666,4.491344057165827e-06
0.30625,4.491344057165827e-06
0.22708333333333333,4.491344057165827e-06
0.04583333333333333,4.491344057165827e-06
0.37916666666666665,4.491344057165827e-06
0.3020833333333333,4.491344057165827e-06
0.7020833333333333,4.491344057165827e-06
0.15833333333333333,4.491344057165827e-06
0.01875,4.491344057165827e-06
0.07291666666666667,4.491344057165827e-06
0.9645833333333333,4.491344057165827e-06
0.7895833333333333,4.491344057165827e-06
0.6729166666666667,4.491344057165827e-06
0.9354166666666667,4.491344057165827e-06
0.13125,4.491344057165827e-06
0.12708333333333333,4.491344057165827e-06
0.74375,4.491344057165827e-06
0.5166666666666667,4.491344057165827e-06
0.7416666666666667,4.491344057165827e-06
0.64375,4.491344057165827e-06
0.06458333333333334,4.491344057165827e-06
0.08541666666666667,4.491344057165827e-06
0.05625,4.491344057165827e-06
0.08125,4.491344057165827e-06
0.5458333333333333,4.491344057165827e-06
0.18541666666666667,4.491344057165827e-06
0.9729166666666667,4.491344057165827e-06
0.4125,4.491344057165827e-06
0.31875,4.491344057165827e-06
0.9125,4.491344057165827e-06
0.8291666666666667,4.491344057165827e-06
0.37083333333333335,4.491344057165827e-06
0.29583333333333334,4.491344057165827e-06
0.6375,4.491344057165827e-06
0.16875,4.491344057165827e-06
0.85625,2.2456720285829134e-06
0.26875,2.2456720285829134e-06
0.27291666666666664,2.2456720285829134e-06
0.39791666666666664,2.2456720285829134e-06
0.9541666666666667,2.2456720285829134e-06
0.7541666666666667,2.2456720285829134e-06
0.8458333333333333,2.2456720285829134e-06
0.7604166666666666,2.2456720285829134e-06
0.33125,2.2456720285829134e-06
0.6854166666666667,2.2456720285829134e-06
0.04791666666666667,2.2456720285829134e-06
0.95625,2.2456720285829134e-06
0.5729166666666666,2.2456720285829134e-06
0.17291666666666666,2.2456720285829134e-06
0.3145833333333333,2.2456720285829134e-06
0.8145833333333333,2.2456720285829134e-06
